"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000188042",1079.43699543019,-0.277509192101625,0.0747385550074477,-3.71306606173977,0.000204763410387739,0.000513231826920834,"ARL4C","10123","ADP ribosylation factor like GTPase 4C"
"ENSG00000113649",871.636968434389,-0.259973684099311,0.0700214575937779,-3.71277167075729,0.000205001819814237,0.000513705802544311,"TCERG1","10915","transcription elongation regulator 1"
"ENSG00000112584",752.513690256476,-0.263878462739367,0.0710736548765055,-3.71274649091666,0.000205022223542247,0.000513705802544311,"FAM120B","84498","family with sequence similarity 120 member B"
"ENSG00000149256",715.675500018397,-0.294506248538043,0.0793253365387701,-3.71263787067709,0.00020511026255792,0.000513839036134391,"TENM4","26011","teneurin transmembrane protein 4"
"ENSG00000102974",628.810715968262,-0.287695511695884,0.0774988228865418,-3.71225653474853,0.000205419624701459,0.000514526585460588,"CTCF","10664","CCCTC-binding factor"
"ENSG00000115761",481.004790594338,-0.330608549317031,0.0890682570054284,-3.71185605772977,0.000205744987031179,0.000515245920516599,"NOL10","79954","nucleolar protein 10"
"ENSG00000180448",122.554309175322,0.603718835588407,0.162647790334675,3.71181701482789,0.00020577673281047,0.000515245920516599,"ARHGAP45","23526","Rho GTPase activating protein 45"
"ENSG00000165119",8725.40296471647,-0.146248425237517,0.0394021975121564,-3.71168194851053,0.000205886590711981,0.000515433425159363,"HNRNPK","3190","heterogeneous nuclear ribonucleoprotein K"
"ENSG00000082153",4691.54211926133,-0.164914112522234,0.0444332263822038,-3.71150433920065,0.000206031135348062,0.000515707688987726,"BZW1","9689","basic leucine zipper and W2 domains 1"
"ENSG00000107874",701.795400065754,0.279082462269739,0.0752191643174696,3.71025741647228,0.00020704861130415,0.000518166485549425,"CUEDC2","79004","CUE domain containing 2"
"ENSG00000167695",330.996515743621,-0.377827940872436,0.101954747983656,-3.70583958417516,0.000210691626172738,0.000527194089394535,"TLCD3A","79850","TLC domain containing 3A"
"ENSG00000102317",3607.92966523787,-0.450190291838582,0.121491858625914,-3.70551818805212,0.000210958989996897,0.000527773484056062,"RBM3","5935","RNA binding motif protein 3"
"ENSG00000110075",1190.23810169928,-0.226008960792544,0.0609958678064886,-3.705315932377,0.000211127406276344,0.000528062184051948,"PPP6R3","55291","protein phosphatase 6 regulatory subunit 3"
"ENSG00000085063",13398.678168393,0.13322644739152,0.0359557064571536,3.70529355473181,0.000211146047673913,0.000528062184051948,"CD59","966","CD59 molecule (CD59 blood group)"
"ENSG00000113812",441.310285239651,-0.334824651547468,0.0903701232862969,-3.70503701191961,0.000211359867693825,0.000528507249757652,"ACTR8","93973","actin related protein 8"
"ENSG00000179348",165.393579658544,-0.525623801712043,0.141871472336859,-3.70492949043347,0.000211449543784458,0.000528641794112865,"GATA2","2624","GATA binding protein 2"
"ENSG00000204052",22.2626772079666,1.46404603436486,0.395246986461823,3.70412953042534,0.000212117856736797,0.000530222688701987,"LRRC73","221424","leucine rich repeat containing 73"
"ENSG00000144567",1407.87418711729,0.215022439672502,0.0580516285562042,3.70398634836441,0.000212237684847112,0.000530432253565666,"RETREG2","79137","reticulophagy regulator family member 2"
"ENSG00000196305",6807.21950676955,-0.157392066638624,0.0425056681404163,-3.70284890284947,0.000213191866254324,0.000532726640362196,"IARS1","3376","isoleucyl-tRNA synthetase 1"
"ENSG00000137161",591.433665743214,0.316984640874189,0.0856688442604348,3.70011576099417,0.000215501142040709,0.000538405802915065,"CNPY3","10695","canopy FGF signaling regulator 3"
"ENSG00000204946",121.450051481606,0.614139774178121,0.165987388888714,3.69991827867037,0.000215668904669091,0.00053873361305306,"ZNF783","100289678","zinc finger protein 783"
"ENSG00000167332",9.01171850441895,-2.66853785486882,0.721270006957571,-3.69977654571431,0.000215789383395876,0.000538943218520323,"OR51E2","81285","olfactory receptor family 51 subfamily E member 2"
"ENSG00000203879",3574.28032435224,0.189291954478955,0.051174013704387,3.69898588710322,0.000216462635493708,0.000540533094189473,"GDI1","2664","GDP dissociation inhibitor 1"
"ENSG00000176055",97.9197493912045,-0.674506658994156,0.182424715918852,-3.69745215497113,0.000217774247962137,0.00054371622335524,"MBLAC2","153364","metallo-beta-lactamase domain containing 2"
"ENSG00000161036",638.284889858346,0.300913271357182,0.0813863530771152,3.69734310458733,0.000217867788914016,0.000543857634318219,"LRWD1","222229","leucine rich repeats and WD repeat domain containing 1"
"ENSG00000147614",3.59414433926073,5.20361921472031,1.40750974066633,3.69703957590862,0.000218128347613854,0.000544415848794746,"ATP6V0D2","245972","ATPase H+ transporting V0 subunit d2"
"ENSG00000103260",406.479348769729,0.371829479942692,0.100576302205371,3.69698897045785,0.000218171817392503,0.000544432144383799,"METRN","79006","meteorin, glial cell differentiation regulator"
"ENSG00000163565",1012.4495515289,-0.237078059364551,0.0641288688363653,-3.69690068866631,0.000218247670393432,0.00054452923078693,"IFI16","3428","interferon gamma inducible protein 16"
"ENSG00000158156",305.445445213626,0.402065296761339,0.108767193894154,3.69656770912565,0.000218533994143789,0.000545151321207035,"XKR8","55113","XK related 8"
"ENSG00000101187",50.0131742061926,1.08483567558347,0.293488781007527,3.69634461617,0.000218726025447233,0.00054553802048423,"SLCO4A1","28231","solute carrier organic anion transporter family member 4A1"
"ENSG00000135205",28.0648298865378,1.33936000030105,0.362500235840555,3.69478380392051,0.000220073960935982,0.000548807112736803,"CCDC146","57639","coiled-coil domain containing 146"
"ENSG00000110074",157.563314299475,-0.532137836410339,0.144108502129229,-3.69261930106764,0.000221956161341625,0.000553407190974939,"FOXRED1","55572","FAD dependent oxidoreductase domain containing 1"
"ENSG00000141469",498.793347248669,0.395730891493698,0.10720017496653,3.69151348509696,0.000222923575040601,0.000555725245085992,"SLC14A1","6563","solute carrier family 14 member 1 (Kidd blood group)"
"ENSG00000186184",906.584504425141,0.255525830297556,0.0692209748149029,3.69145090748624,0.000222978438694288,0.000555768007690922,"POLR1D","51082","RNA polymerase I and III subunit D"
"ENSG00000133028",538.333734717902,-0.305737957405768,0.0828329894067432,-3.69101682307362,0.000223359362479263,0.000556623314883221,"SCO1","6341","synthesis of cytochrome C oxidase 1"
"ENSG00000148331",519.185685733597,-0.331525936480284,0.0898725755209787,-3.68884428379264,0.000225275036101583,0.000561302363831806,"ASB6","140459","ankyrin repeat and SOCS box containing 6"
"ENSG00000078177",87.7965035918328,-0.717071834048428,0.194422621013259,-3.68821194936739,0.000225835498811915,0.000562603715600068,"N4BP2","55728","NEDD4 binding protein 2"
"ENSG00000140391",2822.92158159128,0.167764931209623,0.045490252482399,3.68793141507698,0.000226084566217751,0.000563129007422209,"TSPAN3","10099","tetraspanin 3"
"ENSG00000122512",128.493122994532,-0.582040093451209,0.157834864043668,-3.68765226224149,0.000226332663037928,0.0005636517046051,"PMS2","5395","PMS1 homolog 2, mismatch repair system component"
"ENSG00000148335",418.998755915736,-0.336956549147139,0.0914409828136761,-3.68496202445391,0.000228736742647596,0.000569542509400282,"NTMT1","28989","N-terminal Xaa-Pro-Lys N-methyltransferase 1"
"ENSG00000196437",127.181862284715,0.602935751764247,0.163705903028851,3.68304221539274,0.000230466975127582,0.000573753763417281,"ZNF569","148266","zinc finger protein 569"
"ENSG00000112167",155.998669893212,0.542135694429012,0.147221952794235,3.6824378711151,0.000231014178777285,0.000575018910119849,"SAYSD1","55776","SAYSVFN motif domain containing 1"
"ENSG00000185591",1294.83195381596,0.213325479037802,0.0579444550727265,3.68155121607505,0.000231819207879377,0.000576925276211797,"SP1","6667","Sp1 transcription factor"
"ENSG00000137504",467.831258189439,0.360890051823081,0.0980290180248745,3.68146146002918,0.000231900847513844,0.000577031013111435,"CREBZF","58487","CREB/ATF bZIP transcription factor"
"ENSG00000101882",326.545538992958,0.384096910350176,0.104387251842309,3.6795384835919,0.00023365642885672,0.000581301223580409,"NKAP","79576","NFKB activating protein"
"ENSG00000147654",86.7649537374148,-0.714772751219138,0.194668373814196,-3.67174563188863,0.000240899390420634,0.000599219445741655,"EBAG9","9166","estrogen receptor binding site associated antigen 9"
"ENSG00000136404",23.5810709214661,-1.40375024690565,0.382358613486739,-3.6712923349753,0.000241327117599132,0.00060018208895984,"TM6SF1","53346","transmembrane 6 superfamily member 1"
"ENSG00000145916",240.520105155066,-0.438585785157425,0.119485867901162,-3.67060802136216,0.000241974180090226,0.000601689803639235,"RMND5B","64777","required for meiotic nuclear division 5 homolog B"
"ENSG00000126773",1760.3093975008,0.207055803626013,0.0564358198857342,3.66887207531033,0.000243622937666442,0.000605687391249667,"PCNX4","64430","pecanex 4"
"ENSG00000141391",30.9219129030854,-1.21016575367797,0.329882636006015,-3.66847363756333,0.000244002847905826,0.000606529595620857,"PRELID3A","10650","PRELI domain containing 3A"
"ENSG00000024048",862.558420190964,-0.247343979004618,0.0674356737492987,-3.66785063828609,0.000244597991523927,0.000607906441666044,"UBR2","23304","ubiquitin protein ligase E3 component n-recognin 2"
"ENSG00000167674",1459.50745098528,-0.212301019177094,0.0578839675710687,-3.66769984998758,0.000244742242283905,0.000608162395343144,"HDGFL2","84717","HDGF like 2"
"ENSG00000250510",83.8770985636905,0.728505536345892,0.198684047527341,3.66665338970228,0.000245745533313411,0.000610552540453987,"GPR162","27239","G protein-coupled receptor 162"
"ENSG00000240764",73.898135374033,-0.770052146131818,0.210029008218398,-3.6664085245362,0.000245980853490886,0.000611034184855667,"PCDHGC5","56097","protocadherin gamma subfamily C, 5"
"ENSG00000182568",300.040518092962,0.390199923739021,0.106438586239668,3.66596304521002,0.000246409509933301,0.000611995847218906,"SATB1","6304","SATB homeobox 1"
"ENSG00000176697",2650.88046436443,-0.173896998471662,0.0474388057208277,-3.66571198050447,0.000246651402169156,0.00061249340609419,"BDNF","627","brain derived neurotrophic factor"
"ENSG00000110328",206.043084748538,0.488197291207069,0.133195571799869,3.6652666797407,0.000247080982149742,0.000613456791597523,"GALNT18","374378","polypeptide N-acetylgalactosaminyltransferase 18"
"ENSG00000146701",2862.23468965032,-0.177416313906154,0.0484068142492261,-3.66511030849319,0.000247231999323227,0.000613728348665273,"MDH2","4191","malate dehydrogenase 2"
"ENSG00000163249",378.671047392258,-0.350618092023421,0.0956686861195244,-3.664920113833,0.000247415798507371,0.000614081178578921,"CCNYL1","151195","cyclin Y like 1"
"ENSG00000204954",110.578098729848,0.631146462123885,0.172298205454026,3.66310525673056,0.000249176087306033,0.000618346047266596,"UQCC6","728568","ubiquinol-cytochrome c reductase complex assembly factor 6"
"ENSG00000197771",758.723888576946,-0.268416751072546,0.0733005026812575,-3.66186780791584,0.000250383056925385,0.000621236614977495,"MCMBP","79892","minichromosome maintenance complex binding protein"
"ENSG00000108509",702.110855833074,-0.27967161611005,0.0763837241686396,-3.66140325251218,0.000250837584002248,0.000622247685626608,"CAMTA2","23125","calmodulin binding transcription activator 2"
"ENSG00000009694",7.23626328172858,4.36470864904997,1.19209873744853,3.66136504631474,0.000250874999863842,0.000622247685626608,"TENM1","10178","teneurin transmembrane protein 1"
"ENSG00000198429",118.199468078163,0.621765219208489,0.169828488398322,3.66113615608576,0.000251099264891178,0.000622699136120846,"ZNF69","7620","zinc finger protein 69"
"ENSG00000064102",358.972327087426,-0.362623490920618,0.0990778050516271,-3.65998712558946,0.000252227920711801,0.000625392849167315,"INTS13","55726","integrator complex subunit 13"
"ENSG00000004864",412.179835526241,0.348977948624462,0.0953530298947168,3.65985170067257,0.000252361257243826,0.000625618201725737,"SLC25A13","10165","solute carrier family 25 member 13"
"ENSG00000166128",683.139838504308,-0.284758880996394,0.077810429474468,-3.6596492644965,0.000252560694923929,0.00062600731950704,"RAB8B","51762","RAB8B, member RAS oncogene family"
"ENSG00000147475",1456.84090232837,-0.201694485556286,0.0551158444384183,-3.65946467139122,0.000252742682662621,0.000626353061557375,"ERLIN2","11160","ER lipid raft associated 2"
"ENSG00000105176",860.38015084735,-0.245812458013843,0.0671731611535102,-3.65938499532707,0.000252821272161653,0.000626442486401891,"URI1","8725","URI1 prefoldin like chaperone"
"ENSG00000113845",682.013578587077,0.272821665324957,0.0745609641247776,3.65904154442518,0.000253160301713329,0.000627177093066236,"TIMMDC1","51300","translocase of inner mitochondrial membrane domain containing 1"
"ENSG00000112335",2095.07904843246,-0.182879421403239,0.0499854980194885,-3.65864958136332,0.000253547739848347,0.000628031359644527,"SNX3","8724","sorting nexin 3"
"ENSG00000166317",18.4208784306932,-1.6040418394891,0.438486359832327,-3.65813394994197,0.000254058265619528,0.000629190172861806,"SYNPO2L","79933","synaptopodin 2 like"
"ENSG00000162687",16.5424051108945,-1.77455874103199,0.485131501223902,-3.65789221387415,0.000254297939844408,0.000629677929675215,"KCNT2","343450","potassium sodium-activated channel subfamily T member 2"
"ENSG00000031691",52.3601858600079,-0.929691632564456,0.254209680342082,-3.65718422411529,0.000255001111404389,0.000631313015265898,"CENPQ","55166","centromere protein Q"
"ENSG00000151150",19.2108567748202,-1.60084068196575,0.437962317126518,-3.65520187323172,0.000256979683859027,0.000636104565118297,"ANK3","288","ankyrin 3"
"ENSG00000156853",129.200209868793,-0.604873900223868,0.165582381350593,-3.65300882430932,0.000259185320579574,0.000641456465944881,"ZNF689","115509","zinc finger protein 689"
"ENSG00000183032",35.7516840090546,1.13422240611244,0.310621137048448,3.65146563073567,0.000260747998219836,0.000645215580551366,"SLC25A21","89874","solute carrier family 25 member 21"
"ENSG00000123496",26.1527878945605,1.53272112274106,0.419812517400116,3.65096575069544,0.000261256080902133,0.000646364297521509,"IL13RA2","3598","interleukin 13 receptor subunit alpha 2"
"ENSG00000189319",228.392576420457,0.45412405681741,0.124415290044523,3.65006629534762,0.000262172634123405,0.000648523041576158,"FAM53B","9679","family with sequence similarity 53 member B"
"ENSG00000112651",238.823118679739,-0.444035404771225,0.121729090218456,-3.64773452240836,0.000264562789836085,0.000654325624535026,"MRPL2","51069","mitochondrial ribosomal protein L2"
"ENSG00000109265",56.9394281057385,0.874272015044573,0.239749133904687,3.64661177625835,0.000265720919315386,0.000657079682696335,"CRACD","57482","capping protein inhibiting regulator of actin dynamics"
"ENSG00000141858",280.229994795005,-0.438624131973569,0.12033234799852,-3.64510573648047,0.000267281886461007,0.000660828794273163,"SAMD1","90378","sterile alpha motif domain containing 1"
"ENSG00000144857",224.14914368123,0.45268635949485,0.124209744227382,3.64453177414285,0.000267879041033741,0.000662194113846909,"BOC","91653","BOC cell adhesion associated, oncogene regulated"
"ENSG00000168228",94.5303132722541,-0.696985421894939,0.191255927589112,-3.6442552692658,0.000268167164864107,0.000662795182922557,"ZCCHC4","29063","zinc finger CCHC-type containing 4"
"ENSG00000174640",45.0230520144706,1.06442117745824,0.292139578961135,3.64353635766636,0.000268917645794753,0.000664538608940824,"SLCO2A1","6578","solute carrier organic anion transporter family member 2A1"
"ENSG00000197562",327.266268030804,0.42217614707364,0.115872849735338,3.64344320553022,0.000269015032437736,0.000664667820296288,"RAB40C","57799","RAB40C, member RAS oncogene family"
"ENSG00000232388",137.507990817192,0.571903294922199,0.157096879889303,3.64044973601759,0.000272162236766431,0.000672331050195049,"SMIM26","388789","small integral membrane protein 26"
"ENSG00000169062",639.201928977607,0.293871920123153,0.0807311831762895,3.64012898809419,0.000272501496567395,0.000673056319157075,"UPF3A","65110","UPF3A regulator of nonsense mediated mRNA decay"
"ENSG00000150630",1698.5332802226,0.231519232864907,0.0636120245571054,3.63955139734736,0.000273113422561015,0.000674454695325777,"VEGFC","7424","vascular endothelial growth factor C"
"ENSG00000163539",569.453253065061,-0.297880480460266,0.0818552298407887,-3.63911360385468,0.000273578098761712,0.000675489029912901,"CLASP2","23122","cytoplasmic linker associated protein 2"
"ENSG00000178974",418.71804714223,-0.350555009935154,0.096363839842219,-3.63782732723326,0.000274947649572295,0.000678756860870433,"FBXO34","55030","F-box protein 34"
"ENSG00000061938",421.927070698691,-0.360012728401239,0.0989987490259189,-3.63653815773959,0.000276326725737857,0.000682047108344422,"TNK2","10188","tyrosine kinase non receptor 2"
"ENSG00000153551",373.484277173795,0.364135059949847,0.100146685352551,3.63601709500386,0.000276885964790529,0.000683313018935503,"CMTM7","112616","CKLF like MARVEL transmembrane domain containing 7"
"ENSG00000171566",1022.74869112765,-0.239462339733563,0.065876637706037,-3.63501156209765,0.000277968168983151,0.000685868889079806,"PLRG1","5356","pleiotropic regulator 1"
"ENSG00000157193",217.107408851405,-0.470215583249997,0.129413373464856,-3.63343888394726,0.00027966871382161,0.000689914012673338,"LRP8","7804","LDL receptor related protein 8"
"ENSG00000101391",217.902359190471,-0.470189538098726,0.129407272057881,-3.63340893151986,0.00027970119593725,0.000689914012673338,"CDK5RAP1","51654","CDK5 regulatory subunit associated protein 1"
"ENSG00000144591",803.692213655715,-0.285139551623755,0.0784906752713124,-3.63278250108228,0.000280381343391183,0.000691475943590907,"GMPPA","29926","GDP-mannose pyrophosphorylase A"
"ENSG00000176155",256.428345670286,0.418230245769925,0.115140988172953,3.63233156503487,0.000280871906659528,0.000692569877923394,"CCDC57","284001","coiled-coil domain containing 57"
"ENSG00000165171",17.4069456553504,-1.6873886701822,0.464734835583313,-3.63086332459729,0.000282474750934852,0.000696405633870499,"METTL27","155368","methyltransferase like 27"
"ENSG00000176018",765.406268854029,0.284426215574957,0.0783633234330307,3.62958337031261,0.000283879036029231,0.000699750666164712,"LYSMD3","116068","LysM domain containing 3"
"ENSG00000185361",171.403578732138,-0.517251061325212,0.142516132793781,-3.62942111314279,0.000284057520789851,0.000700073535351309,"TNFAIP8L1","126282","TNF alpha induced protein 8 like 1"
"ENSG00000177971",307.553286626889,0.382833037209469,0.105542154164564,3.62729982384619,0.000286400657310173,0.000705730293836704,"IMP3","55272","IMP U3 small nucleolar ribonucleoprotein 3"
"ENSG00000103326",1006.20123198836,0.248990389877954,0.0686522606952422,3.62683453329032,0.000286917024406151,0.000706884504463032,"CAPN15","6650","calpain 15"
"ENSG00000204977",361.674649542104,0.354727338224648,0.0978483097865472,3.62527813713363,0.000288650616953332,0.000711036736195589,"TRIM13","10206","tripartite motif containing 13"
"ENSG00000165280",10079.0732777696,0.129767263489196,0.0358075256734742,3.62402207492729,0.000290056832551081,0.000714381283111268,"VCP","7415","valosin containing protein"
"ENSG00000213341",660.602230819571,0.27264971052327,0.07527635839889,3.62198326702385,0.000292353036093934,0.000719916298404745,"CHUK","1147","component of inhibitor of nuclear factor kappa B kinase complex"
"ENSG00000154760",13.668406885352,-1.98766848438788,0.548845166947079,-3.62154684798298,0.000292846759691412,0.000721011617830276,"SLFN13","146857","schlafen family member 13"
"ENSG00000102057",40.2377125568164,-1.15528552067417,0.319008248905144,-3.62149105748576,0.000292909932105479,0.000721046697740195,"KCND1","3750","potassium voltage-gated channel subfamily D member 1"
"ENSG00000020633",8.52787075188608,2.85925576503253,0.789746721514231,3.62047183880714,0.000294066257783623,0.000723772295794094,"RUNX3","864","RUNX family transcription factor 3"
"ENSG00000108604",888.589773142066,0.273052505682713,0.0754360927968804,3.61965334575235,0.000294997950064747,0.00072594419570116,"SMARCD2","6603","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
"ENSG00000166526",420.236930783436,0.332563597566539,0.0919177081997531,3.61805797903295,0.0002968219113832,0.000730310739560201,"ZNF3","7551","zinc finger protein 3"
"ENSG00000131148",519.11947265698,-0.306367490773899,0.0846870732284769,-3.61764173792323,0.000297299528737263,0.000731363788103786,"EMC8","10328","ER membrane protein complex subunit 8"
"ENSG00000164877",424.570828067027,0.340127347546555,0.0940266416036031,3.61735080340805,0.00029763378987698,0.000732055804611244,"MICALL2","79778","MICAL like 2"
"ENSG00000105568",5702.75210623156,0.149382997554987,0.0412967035764612,3.61731045380906,0.000297680176213542,0.000732055804611244,"PPP2R1A","5518","protein phosphatase 2 scaffold subunit Aalpha"
"ENSG00000146373",385.191100316494,-0.347740758935033,0.0962162236869094,-3.61415929258034,0.000301323770420589,0.000740892513923696,"RNF217","154214","ring finger protein 217"
"ENSG00000103121",263.535592867435,-0.41555912656682,0.114999371279804,-3.6135773782252,0.000302001172631685,0.000742434242242831,"CMC2","56942","C-X9-C motif containing 2"
"ENSG00000035681",806.80496701404,0.253983954097507,0.0702926426279596,3.61323667174923,0.000302398448194532,0.000743286912857072,"NSMAF","8439","neutral sphingomyelinase activation associated factor"
"ENSG00000085788",745.364279618585,0.266168950534382,0.0736896211632947,3.61202766865305,0.000303812140862238,0.000746637207274914,"DDHD2","23259","DDHD domain containing 2"
"ENSG00000126216",327.26064375589,-0.391021704516234,0.108281427485338,-3.61116133760964,0.00030482894925932,0.000749011179423784,"TUBGCP3","10426","tubulin gamma complex component 3"
"ENSG00000012174",803.543386091951,0.258671144316033,0.071666885388314,3.60935378891479,0.000306960729326841,0.000754123061533412,"MBTPS2","51360","membrane bound transcription factor peptidase, site 2"
"ENSG00000099849",85.0944059323794,-0.702966967071833,0.194764879480151,-3.6093107183807,0.000307011695562524,0.000754123061533412,"RASSF7","8045","Ras association domain family member 7"
"ENSG00000171812",22.3015805882779,-1.51916580221831,0.421103462432136,-3.6075832609976,0.000309062375036499,0.000759033708263276,"COL8A2","1296","collagen type VIII alpha 2 chain"
"ENSG00000196507",385.881738930119,-0.354228240316652,0.0981948573772927,-3.6074011386931,0.000309279319723206,0.000759439955694869,"TCEAL3","85012","transcription elongation factor A like 3"
"ENSG00000159873",412.864895517712,0.337330596543262,0.0935209427243595,3.60700594665196,0.00030975056425366,0.000760470400794677,"CCDC117","150275","coiled-coil domain containing 117"
"ENSG00000205250",876.144961892451,0.249868802731567,0.0692897321956076,3.60614473189444,0.000310779844821992,0.00076283526715968,"E2F4","1874","E2F transcription factor 4"
"ENSG00000137727",90.9595797896135,-0.678853552216366,0.188250748998658,-3.60611341961357,0.000310817327947746,0.00076283526715968,"ARHGAP20","57569","Rho GTPase activating protein 20"
"ENSG00000119383",3061.91126079113,0.160596784594908,0.0445488216967818,3.60496144405341,0.000312199274223875,0.000766099384534045,"PTPA","5524","protein phosphatase 2 phosphatase activator"
"ENSG00000160285",1543.17167117204,-0.203472179886091,0.0564451262646634,-3.60477854070231,0.000312419219328188,0.000766511479017618,"LSS","4047","lanosterol synthase"
"ENSG00000133138",561.399103481021,-0.328403397215646,0.0911042352405911,-3.60469956581477,0.000312514233117438,0.00076661697198482,"TBC1D8B","54885","TBC1 domain family member 8B"
"ENSG00000105948",95.766577245561,-0.685935221288519,0.190301652414802,-3.60446277047232,0.000312799281089635,0.000767188518006164,"IFT56","79989","intraflagellar transport 56"
"ENSG00000253276",974.272320703365,-0.237577020032825,0.0659222755945441,-3.60389591970468,0.000313482630140024,0.000768736606157017,"CCDC71L","168455","coiled-coil domain containing 71 like"
"ENSG00000070476",216.453709493957,-0.454327454659163,0.126089502840686,-3.60321394266424,0.000314306618233224,0.000770629003413951,"ZXDC","79364","ZXD family zinc finger C"
"ENSG00000173545",815.398996607928,0.255400528024166,0.0708870576010271,3.60292184028337,0.00031466016621652,0.000771367519910024,"ZNF622","90441","zinc finger protein 622"
"ENSG00000140521",923.932949636548,0.298520824018256,0.0828589861220765,3.60275738322991,0.000314859381639897,0.000771727518145484,"POLG","5428","DNA polymerase gamma, catalytic subunit"
"ENSG00000069712",66.9730409120648,-0.803456561739128,0.223037075406441,-3.60234530638006,0.000315359070575399,0.000772823741626243,NA,NA,NA
"ENSG00000158683",9.50063825125523,-2.50425203075323,0.695214673504897,-3.60212769694308,0.00031562324561852,0.000773342542631048,"PKD1L1","168507","polycystin 1 like 1, transient receptor potential channel interacting"
"ENSG00000019995",468.379757639867,0.322871190795025,0.0896357030495173,3.60203780202027,0.000315732437348446,0.000773481492959009,"ZRANB1","54764","zinc finger RANBP2-type containing 1"
"ENSG00000063438",1179.16202004926,0.223532333848027,0.0620651318628784,3.60157671688962,0.000316293054905416,0.000774726116535818,"AHRR","57491","aryl hydrocarbon receptor repressor"
"ENSG00000182552",262.068470621216,-0.413009858939553,0.114683539885048,-3.60130023326391,0.000316629668617827,0.000775421744115908,"RWDD4","201965","RWD domain containing 4"
"ENSG00000184277",372.884807534004,0.355867198641154,0.098905567290659,3.59805022497215,0.000320611715021995,0.0007850432723034,"TM2D3","80213","TM2 domain containing 3"
"ENSG00000136807",723.135259152279,0.286154764836475,0.0795355785803927,3.59782087392797,0.000320894488916039,0.000785605145788138,"CDK9","1025","cyclin dependent kinase 9"
"ENSG00000171159",521.088318201215,0.308587157498896,0.0857818772835221,3.59734675051432,0.00032147979038695,0.000786907349397588,"BBLN","79095","bublin coiled coil protein"
"ENSG00000137941",549.476377926411,0.315051261535234,0.0875997101937715,3.59648748652635,0.000322543092036193,0.000789378958888975,"TTLL7","79739","tubulin tyrosine ligase like 7"
"ENSG00000188266",14.3745571339226,-1.85298443282858,0.515277927299235,-3.59608734366086,0.000323039373913854,0.000790462276729601,"HYKK","123688","hydroxylysine kinase"
"ENSG00000115421",221.641896987128,0.469857492190499,0.130698497672246,3.59497240258082,0.000324425965404139,0.000793723419343659,"PAPOLG","64895","poly(A) polymerase gamma"
"ENSG00000072958",1606.64708588356,-0.201916443015462,0.0561731332200559,-3.59453766312914,0.000324968135096015,0.000794917904571796,"AP1M1","8907","adaptor related protein complex 1 subunit mu 1"
"ENSG00000181019",3198.80647628168,-0.172446188476396,0.0479772138948197,-3.59433519533772,0.000325220924853203,0.000795404246678808,"NQO1","1728","NAD(P)H quinone dehydrogenase 1"
"ENSG00000143748",230.342660334374,-0.430353663210017,0.11976807448756,-3.59322519837886,0.00032661007723228,0.000798669208271004,"NVL","4931","nuclear VCP like"
"ENSG00000180739",14.1741914690075,1.95895257437964,0.545273646369226,3.59260453429864,0.000327389252102501,0.000800441738136473,"S1PR5","53637","sphingosine-1-phosphate receptor 5"
"ENSG00000113205",9.77531824626817,2.41233704846363,0.671663033582924,3.59158823375353,0.000328668862097467,0.000803385872985874,"PCDHB3","56132","protocadherin beta 3"
"ENSG00000123143",1546.12156338922,-0.195885108358917,0.0545403727099308,-3.59156160154456,0.000328702457192619,0.000803385872985874,"PKN1","5585","protein kinase N1"
"ENSG00000170836",304.264545144773,0.438058275711604,0.122013508759425,3.59024406531352,0.000330368475792372,0.000807323925754929,"PPM1D","8493","protein phosphatase, Mg2+/Mn2+ dependent 1D"
"ENSG00000112305",143.812146448372,-0.537146005064888,0.149649766923706,-3.58935410396419,0.000331498295805536,0.000809950577516908,"SMAP1","60682","small ArfGAP 1"
"ENSG00000214063",2351.9649596415,0.19443952048953,0.0541822964481505,3.58861719114467,0.000332436553651354,0.00081210839179739,"TSPAN4","7106","tetraspanin 4"
"ENSG00000196110",67.0729795907422,0.865562400030876,0.241212905013299,3.58837517413571,0.000332745238095133,0.000812727762520065,"ZNF699","374879","zinc finger protein 699"
"ENSG00000110274",609.518423180129,-0.284422518085133,0.0793273799884783,-3.58542684917167,0.00033652732515932,0.000821829282220061,"CEP164","22897","centrosomal protein 164"
"ENSG00000275591",9.01436836540411,-2.4503405393949,0.683879799203382,-3.58299885776591,0.000339672093664816,0.000829371656135198,"XKR5","389610","XK related 5"
"ENSG00000173406",87.6306447493025,0.730844450548044,0.204052594395862,3.58164743120201,0.000341434369425413,0.000833536481131644,"DAB1","1600","DAB adaptor protein 1"
"ENSG00000158796",330.867200992377,-0.378073266903127,0.105568904139646,-3.58129384769414,0.000341896856082212,0.000834527304561053,"DEDD","9191","death effector domain containing"
"ENSG00000108064",356.271416077923,-0.357039255934868,0.0997164811840939,-3.58054407551458,0.000342879496545084,0.000836787219751855,"TFAM","7019","transcription factor A, mitochondrial"
"ENSG00000134759",1519.18428638659,0.212277976403573,0.0593150143754334,3.57882365264153,0.000345144252975707,0.000842174834496021,"ELP2","55250","elongator acetyltransferase complex subunit 2"
